code_postal,ville,population
49140,Mazé-Milon,5815
78760,Jouars-Pontchartrain,5814
62232,Annezin,5813
34830,Clapiers,5811
65300,Lannemezan,5810
10400,Nogent-sur-Seine,5809
29510,Briec,5808
72500,Montval-sur-Loir,5805
51170,Fismes,5803
17137,Nieul-sur-Mer,5798
62138,Douvrin,5795
95420,Magny-en-Vexin,5788
25230,Seloncourt,5784
56240,Plouay,5784
6730,Saint-André-de-la-Roche,5782
56390,Grand-Champ,5782
49220,Erdre-en-Anjou,5780
34600,Bédarieux,5778
67640,Fegersheim,5777
81800,Rabastens,5775
67310,Wasselonne,5774
56670,Riantec,5772
13820,Ensuès-la-Redonne,5768
80330,Longueau,5767
35120,Dol-de-Bretagne,5767
3800,Gannat,5759
77610,Fontenay-Trésigny,5757
11110,Coursan,5751
30470,Aimargues,5749
50600,Saint-Hilaire-du-Harcouët,5747
20260,Calvi,5746
67114,Eschau,5746
82800,Nègrepelisse,5743
31390,Carbonne,5737
78240,Chambourcy,5736
79260,Crèche,5732
25800,Valdahon,5724
47550,Boé,5723
2110,Bohain-en-Vermandois,5721
57300,Mondelange,5720
29380,Bannalec,5713
29870,Lannilis,5708
13620,Carry-le-Rouet,5708
81200,Aussillon,5706
59470,Wormhout,5705
62000,Dainville,5703
14410,Valdallière,5699
54460,Liverdun,5694
97223,Diamant,5687
56610,Arradon,5685
95670,Marly-la-Ville,5681
31700,Mondonville,5680
90100,Delle,5680
66280,Saleilles,5671
91630,Marolles-en-Hurepoix,5667
80700,Roye,5662
13780,Cuges-les-Pins,5662
16340,Isle-dEspagnac,5662
59211,Santes,5660
62215,Oye-Plage,5656
33114,Barp,5654
13760,Saint-Cannat,5653
94150,Rungis,5647
68680,Kembs,5643
59128,Flers-en-Escrebieux,5642
59184,Sainghin-en-Weppes,5641
49140,Rives-du-Loir-en-Anjou,5641
74580,Viry,5635
78670,Villennes-sur-Seine,5628
71700,Tournus,5627
28300,Lèves,5623
64290,Gan,5622
69720,Saint-Laurent-de-Mure,5621
30310,Vergèze,5621
86170,Saint-Martin-la-Pallu,5620
73190,Challes-les-Eaux,5617
13124,Peypin,5613
59148,Flines-lez-Raches,5610
95620,Parmain,5610
28220,Cloyes-les-Trois-Rivières,5609
68130,Altkirch,5608
78560,Port-Marly,5608
97316,Papaichton,5606
83740,Cadière-dAzur,5602
74170,Saint-Gervais-les-Bains,5602
34680,Saint-Georges-dOrques,5600
59253,Gorgue,5599
59135,Wallers,5598
85700,Pouzauges,5597
31150,Fenouillet,5595
8700,Nouzonville,5592
37700,Ville-aux-Dames,5584
11130,Sigean,5583
30640,Beauvoisin,5581
97117,Port-Louis,5576
53500,Ernée,5576
34550,Bessan,5572
79250,Nueil-les-Aubiers,5566
87240,Ambazac,5558
49070,Beaucouzé,5557
67205,Oberhausbergen,5556
70100,Gray,5551
42210,Montrond-les-Bains,5550
28230,Épernon,5549
62340,Guînes,5545
66130,Ille-sur-Têt,5538
78460,Chevreuse,5536
84420,Piolenc,5536
27180,Saint-Sébastien-de-Morsent,5530
44780,Missillac,5529
59179,Fenain,5529
68390,Sausheim,5528
30150,Roquemaure,5526
26800,Étoile-sur-Rhône,5526
57220,Boulay-Moselle,5524
69730,Genay,5520
62217,Beaurains,5515
91510,Lardy,5509
97625,Kani-Kéli,5507
85130,Chanverrie,5506
69360,Ternay,5503
49490,Noyant-Villages,5501
38330,Montbonnot-Saint-Martin,5495
63670,Cendre,5494
62540,Marles-les-Mines,5493
47510,Foulayronnes,5484
13122,Ventabren,5484
38410,Saint-Martin-dUriage,5483
72230,Arnage,5482
30340,Saint-Privat-des-Vieux,5482
18700,Aubigny-sur-Nère,5476
83910,Pourrières,5474
42140,Chazelles-sur-Lyon,5472
35230,Orgères,5471
38780,Pont-Évêque,5466
62470,Calonne-Ricouart,5463
34410,Sauvian,5459
91100,Villabé,5457
71150,Chagny,5454
74330,Sillingy,5453
44850,Ligné,5451
6550,Roquette-sur-Siagne,5436
35260,Cancale,5435
77860,Quincy-Voisins,5435
51470,Saint-Memmie,5434
86170,Neuville-de-Poitou,5429
83136,Rocbaron,5422
84510,Caumont-sur-Durance,5422
77140,Saint-Pierre-lès-Nemours,5416
67110,Reichshoffen,5416
11800,Trèbes,5416
62137,Coulogne,5414
22970,Ploumagoar,5411
84370,Bédarrides,5410
65320,Bordères-sur-lÉchez,5407
66450,Pollestres,5402
35590,Saint-Gilles,5402
85280,Ferrière,5398
85150,Achards,5391
97413,Cilaos,5390
62370,Audruicq,5388
95270,Viarmes,5386
17138,Saint-Xandre,5384
21400,Châtillon-sur-Seine,5378
13640,Roque-dAnthéron,5377
54180,Heillecourt,5377
79230,Aiffres,5377
33380,Marcheprime,5367
72250,Parigné-lÉvêque,5365
67560,Rosheim,5360
44640,Pellerin,5358
59193,Erquinghem-Lys,5356
56680,Plouhinec,5354
77124,Crégy-lès-Meaux,5354
33290,Ludon-Médoc,5352
59187,Dechy,5351
38500,Coublevie,5339
34290,Servian,5337
44730,Saint-Michel-Chef-Chef,5324
83136,Garéoult,5322
66160,Boulou,5321
24110,Saint-Astier,5320
55200,Commercy,5319
85710,Garnache,5316
57450,Farébersviller,5316
91340,Ollainville,5314
69260,Charbonnières-les-Bains,5311
21700,Nuits-Saint-Georges,5309
21160,Marsannay-la-Côte,5309
25200,Bethoncourt,5308
1170,Cessy,5307
60250,Mouy,5305
14123,Fleury-sur-Orne,5303
69290,Saint-Genis-les-Ollières,5300
44850,Saint-Mars-du-Désert,5299
59117,Wervicq-Sud,5299
84150,Jonquières,5298
67410,Drusenheim,5292
64990,Mouguerre,5291
83330,Castellet,5285
69490,Vindry-sur-Turdine,5282
37150,Bléré,5280
13450,Grans,5274
73000,Barberaz,5260
44630,Plessé,5257
82400,Valence,5256
62218,Loison-sous-Lens,5255
49220,Lion-dAngers,5254
63270,Vic-le-Comte,5242
44290,Guémené-Penfao,5240
6340,Drap,5238
90300,Valdoie,5236
25130,Villers-le-Lac,5228
13860,Peyrolles-en-Provence,5223
29390,Scaër,5223
77720,Mormant,5222
91530,Saint-Chéron,5220
72230,Mulsanne,5220
67760,Gambsheim,5213
95630,Mériel,5213
38280,Villette-dAnthon,5212
13790,Rousset,5209
2430,Gauchy,5204
59680,Ferrière-la-Grande,5202
51160,Aÿ-Champagne,5197
27600,Val dHazey,5194
13740,Rove,5194
16430,Champniers,5193
97630,Acoua,5192
54260,Longuyon,5190
57490,Hôpital,5182
59780,Baisieux,5177
86550,Mignaloux-Beauvoir,5176
14160,Dives-sur-Mer,5174
14123,Cormelles-le-Royal,5170
42300,Villerest,5170
17110,Saint-Georges-de-Didonne,5170
62117,Brebières,5169
39400,Hauts de Bienne,5167
74330,Balme-de-Sillingy,5167
6670,Levens,5165
21110,Genlis,5165
45600,Sully-sur-Loire,5161
65600,Séméac,5161
83170,Tourves,5160
87920,Condat-sur-Vienne,5158
57380,Faulquemont,5155
58300,Decize,5152
34370,Cazouls-lès-Béziers,5146
54425,Pulnoy,5144
29150,Châteaulin,5144
10150,Pont-Sainte-Marie,5143
54280,Seichamps,5141
69390,Vernaison,5140
29280,Locmaria-Plouzané,5138
73000,Bassens,5136
89500,Villeneuve-sur-Yonne,5136
35890,Laillé,5131
29760,Penmarch,5130
62780,Cucq,5130
62250,Marquise,5120
84450,Saint-Saturnin-lès-Avignon,5119
4300,Forcalquier,5118
61600,Ferté Macé,5116
31120,Roques,5115
77460,Souppes-sur-Loing,5114
45250,Briare,5113
85470,Bretignolles-sur-Mer,5112
12300,Decazeville,5111
30128,Garons,5106
44410,Saint-Lyphard,5104
72600,Mamers,5103
33250,Pauillac,5098
1600,Reyrieux,5098
35460,Maen Roch,5097
14440,Douvres-la-Délivrande,5097
11430,Gruissan,5096
57160,Moulins-lès-Metz,5088
33370,Tresses,5086
79320,Moncoutant-sur-Sèvre,5085
78740,Vaux-sur-Seine,5083
4160,Château-Arnoux-Saint-Auban,5082
77470,Trilport,5081
37230,Luynes,5075
67450,Mundolsheim,5074
97442,Saint-Philippe,5074
51400,Mourmelon-le-Grand,5074
62136,Lestrem,5073
62360,Saint-Étienne-au-Mont,5072
93470,Coubron,5063
42680,Saint-Marcellin-en-Forez,5060
1400,Châtillon-sur-Chalaronne,5059
62138,Billy-Berclau,5059
59494,Petite-Forêt,5058
34980,Saint-Clément-de-Rivière,5058
29610,Plouigneau,5057
68440,Habsheim,5055
67590,Schweighouse-sur-Moder,5050
68160,Sainte-Marie-aux-Mines,5049
88700,Rambervillers,5045
56190,Muzillac,5041
30250,Sommières,5040
78270,Bonnières-sur-Seine,5038
85000,Mouilleron-le-Captif,5037
97123,Baillif,5035
67350,Val-de-Moder,5031
33680,Lacanau,5031
42320,Grand-Croix,5026
38230,Chavanoz,5023
34510,Florensac,5022
95660,Champagne-sur-Oise,5021
77124,Villenoy,5019
56450,Surzur,5008
8120,Bogny-sur-Meuse,5006
90500,Beaucourt,5005
38270,Beaurepaire,5004
44580,Villeneuve-en-Retz,5003
27120,Pacy-sur-Eure,5001
59221,Bauvin,4999
3500,Saint-Pourçain-sur-Sioule,4997
77177,Brou-sur-Chantereine,4992
25110,Baume-les-Dames,4991
71250,Cluny,4990
31290,Villefranche-de-Lauragais,4990
6230,Villefranche-sur-Mer,4989
40110,Morcenx-la-Nouvelle,4989
22120,Yffiniac,4987
25410,Saint-Vit,4986
40500,Saint-Sever,4983
45170,Neuville-aux-Bois,4981
71210,Montchanin,4979
60610,Lacroix-Saint-Ouen,4978
59153,Grand-Fort-Philippe,4977
44190,Gorges,4976
38420,Versoud,4973
62840,Laventie,4969
83860,Nans-les-Pins,4968
17220,Sainte-Soulle,4961
57230,Bitche,4958
33390,Blaye,4957
1330,Villars-les-Dombes,4954
14130,Pont-lÉvêque,4953
68730,Blotzheim,4947
49370,Val dErdre-Auxence,4946
51420,Witry-lès-Reims,4940
33112,Saint-Laurent-Médoc,4940
85800,Fenouiller,4937
73370,Bourget-du-Lac,4933
23300,Souterraine,4933
59552,Lambres-lez-Douai,4926
33560,Sainte-Eulalie,4925
87430,Verneuil-sur-Vienne,4924
18390,Saint-Germain-du-Puy,4924
38350,Mure,4917
74520,Valleiry,4916
64320,Idron,4913
35520,Mézière,4912
62575,Blendecques,4908
76410,Cléon,4907
27190,Conches-en-Ouche,4905
41300,Salbris,4897
34270,Saint-Mathieu-de-Tréviers,4896
30110,Grand-Combe,4891
50240,Saint-James,4890
78860,Saint-Nom-la-Bretèche,4886
61800,Tinchebray-Bocage,4884
62940,Haillicourt,4884
19600,Saint-Pantaléon-de-Larche,4883
33670,Créon,4880
33450,Saint-Sulpice-et-Cameyrac,4879
51510,Fagnières,4877
1700,Beynost,4877
85350,Île-dYeu,4877
95270,Luzarches,4867
82600,Verdun-sur-Garonne,4866
44420,Turballe,4864
28800,Bonneval,4859
74200,Allinges,4853
59530,Quesnoy,4852
59133,Phalempin,4849
36200,Argenton-sur-Creuse,4848
59166,Bousbecque,4847
42152,Horme,4845
14730,Giberville,4844
62240,Desvres,4843
62143,Angres,4842
62231,Sangatte,4842
69550,Amplepuis,4840
22140,Bégard,4839
62130,Saint-Pol-sur-Ternoise,4838
54340,Pompey,4836
33480,Castelnau-de-Médoc,4829
44150,Vair-sur-Loire,4828
94520,Mandres-les-Roses,4825
89100,Paron,4824
65500,Vic-en-Bigorre,4822
77320,Ferté-Gaucher,4820
42420,Lorette,4817
9700,Saverdun,4815
91830,Coudray-Montceaux,4814
13600,Ceyreste,4813
56130,Nivillac,4810
63160,Billom,4808
72220,Écommoy,4808
1110,Plateau dHauteville,4807
89120,Charny Orée de Puisaye,4807
38260,Côte-Saint-André,4806
26150,Die,4803
33430,Bazas,4799
79140,Cerizay,4797
88800,Vittel,4793
13690,Graveson,4791
7800,Voulte-sur-Rhône,4791
69400,Limas,4790
67620,Soufflenheim,4788
21500,Montbard,4788
62490,Vitry-en-Artois,4787
60540,Bornel,4785
66470,Sainte-Marie-la-Mer,4784
51120,Sézanne,4783
88500,Mirecourt,4782
31220,Cazères,4781
76580,Trait,4780
77580,Crécy-la-Chapelle,4779
81310,Lisle-sur-Tarn,4775
42740,Saint-Paul-en-Jarez,4771
60290,Laigneville,4767
86360,Chasseneuil-du-Poitou,4767
59320,Sequedin,4762
30620,Uchaud,4761
6690,Tourrette-Levens,4760
10200,Bar-sur-Aube,4753
1120,Dagneux,4753
38300,Ruy-Montceau,4752
91160,Ballainvilliers,4752
29600,Saint-Martin-des-Champs,4750
10430,Rosières-près-Troyes,4749
91570,Bièvres,4748
62980,Vermelles,4748
84440,Robion,4746
97112,Grand-Bourg,4741
63530,Volvic,4740
48100,Marvejols,4738
37380,Monnaie,4737
60550,Verneuil-en-Halatte,4734
16300,Barbezieux-Saint-Hilaire,4732
37270,Véretz,4732
25350,Mandeure,4731
83790,Pignans,4730
37110,Château-Renault,4727
74350,Cruseilles,4723
59830,Cysoing,4722
85190,Venansault,4720
59320,Hallennes-lez-Haubourdin,4718
37250,Montbazon,4717
47500,Fumel,4717
68040,Ingersheim,4711
44690,Haie-Fouassière,4710
38540,Heyrieux,4707
68140,Munster,4707
44522,Mésanger,4704
44650,Legé,4701
31150,Gratentour,4699
87570,Rilhac-Rancon,4694
31620,Bouloc,4692
35590,Hermitage,4692
1210,Ornex,4690
27210,Beuzeville,4689
94440,Marolles-en-Brie,4689
56170,Quiberon,4688
33670,Sadirac,4687
38440,Saint-Jean-de-Bournay,4687
34820,Teyran,4685
57370,Phalsbourg,4683
68150,Ribeauvillé,4682
66530,Claira,4681
59182,Montigny-en-Ostrevent,4681
76270,Neufchâtel-en-Bray,4680
24660,Sanilhac,4674
62141,Évin-Malmaison,4674
78620,Étang-la-Ville,4673
58400,Charité-sur-Loire,4672
66650,Banyuls-sur-Mer,4671
34370,Maraussan,4671
71140,Bourbon-Lancy,4663
31140,Pechbonnieu,4662
45150,Jargeau,4662
79370,Aigondigné,4660
54380,Dieulouard,4658
59287,Guesnain,4656
42480,Fouillouse,4655
57130,Ars-sur-Moselle,4651
29360,Clohars-Carnoët,4651
62830,Samer,4649
29290,Milizac-Guipronvel,4649
69510,Soucieu-en-Jarrest,4645
54700,Blénod-lès-Pont-à-Mousson,4645
56870,Baden,4642
80800,Villers-Bretonneux,4640
49320,Garennes sur Loire,4631
67850,Herrlisheim,4631
56500,Locminé,4626
59165,Auberchicourt,4626
12500,Espalion,4624
62138,Auchy-les-Mines,4623
14360,Trouville-sur-Mer,4622
95530,Frette-sur-Seine,4621
40700,Hagetmau,4620
44320,Saint-Père-en-Retz,4620
57050,Ban-Saint-Martin,4617
30560,Saint-Hilaire-de-Brethmas,4616
94880,Noiseau,4610
69390,Charly,4606
60340,Saint-Leu-dEsserent,4606
35520,Chapelle-des-Fougeretz,4604
35290,Saint-Méen-le-Grand,4603
30520,Saint-Martin-de-Valgalgues,4603
91490,Milly-la-Forêt,4603
62223,Saint-Nicolas,4603
74250,Viuz-en-Sallaz,4600
69780,Saint-Pierre-de-Chandieu,4598
22580,Plouha,4596
13440,Cabannes,4595
90800,Bavilliers,4595
76710,Montville,4595
83340,Cannet-des-Maures,4592
35350,Saint-Méloir-des-Ondes,4591
81380,Lescure-dAlbigeois,4589
95500,Thillay,4589
13840,Rognes,4586
35750,Iffendic,4585
91700,Villiers-sur-Orge,4584
40460,Sanguinet,4582
35230,Bourgbarré,4580
73100,Grésy-sur-Aix,4571
67720,Hœrdt,4565
41600,Lamotte-Beuvron,4565
72210,Suze-sur-Sarthe,4563
35340,Bouëxière,4563
88130,Charmes,4557
14770,Monts dAunay,4554
97260,Morne-Rouge,4551
11370,Leucate,4550
35370,Argentré-du-Plessis,4549
64320,Bizanos,4548
84850,Camaret-sur-Aigues,4547
43210,Bas-en-Basset,4546
64270,Salies-de-Béarn,4545
22940,Plaintel,4540
35240,Retiers,4540
59870,Marchiennes,4539
2120,Guise,4533
83310,Grimaud,4527
33460,Macau,4527
47700,Casteljaloux,4521
62880,Annay,4517
69660,Collonges-au-Mont-dOr,4517
59154,Crespin,4515
68128,Village-Neuf,4513
29600,Plourin-lès-Morlaix,4510
35137,Bédée,4509
69360,Communay,4508
6320,Cap-dAil,4508
57255,Sainte-Marie-aux-Chênes,4505
97313,Saint-Georges,4505
38150,Salaise-sur-Sanne,4505
36500,Buzançais,4504
17230,Marans,4500
97222,Case-Pilote,4499
28130,Maintenon,4499
41260,Chaussée-Saint-Victor,4497
38380,Saint-Laurent-du-Pont,4488
34400,Lunel-Viel,4488
83390,Puget-Ville,4488
49125,Tiercé,4487
80130,Friville-Escarbotin,4486
85330,Noirmoutier-en-lÎle,4485
66670,Bages,4482
91620,Nozay,4482
62118,Biache-Saint-Vaast,4481
17290,Aigrefeuille-dAunis,4479
97227,Sainte-Anne,4478
44770,Plaine-sur-Mer,4478
49000,Écouflant,4475
67115,Plobsheim,4473
16200,Jarnac,4470
33650,Brède,4469
59185,Provin,4469
11620,Villemoustaussou,4468
86370,Vivonne,4468
69970,Chaponnay,4465
64310,Ascain,4464
59199,Hergnies,4463
69830,Saint-Georges-de-Reneins,4461
80400,Ham,4459
85170,Dompierre-sur-Yon,4457
60150,Thourotte,4456
38510,Morestel,4454
27330,Mesnil-en-Ouche,4452
31180,Castelmaurou,4448
54200,Écrouves,4442
50160,Torigny-les-Villes,4439
56310,Pluméliau-Bieuzy,4438
34530,Montagnac,4436
76430,Saint-Romain-de-Colbosc,4436
17390,Tremblade,4436
53400,Craon,4435
24650,Chancelade,4435
38470,Vinay,4435
53970,Huisserie,4435
62138,Haisnes,4427
64360,Monein,4426
76470,Tréport,4424
35720,Mesnil-Roch,4422
25290,Ornans,4422
27950,Saint-Marcel,4422
73210,Aime-la-Plagne,4421
85300,Soullans,4416
35310,Chavagne,4415
77390,Guignes,4414
80450,Camon,4414
29217,Plougonvelin,4410
33220,Pineuilh,4409
12700,Capdenac-Gare,4407
91150,Morigny-Champigny,4405
13490,Jouques,4404
63130,Royat,4403
68240,Kaysersberg Vignoble,4401
62610,Ardres,4398
33190,Réole,4396
91670,Angerville,4395
57240,Nilvange,4394
57430,Sarralbe,4392
13850,Gréasque,4392
67370,Truchtersheim,4389
3630,Désertines,4387
62180,Rang-du-Fliers,4386
44410,Chapelle-des-Marais,4386
59123,Bray-Dunes,4380
78310,Coignières,4377
64121,Serres-Castet,4376
67116,Reichstett,4376
86700,Valence-en-Poitou,4368
24330,Bassillac et Auberoche,4363
42160,Bonson,4363
67110,Niederbronn-les-Bains,4360
64160,Morlaàs,4360
30340,Rousson,4359
95820,Bruyères-sur-Oise,4356
31860,Pins-Justaret,4356
4180,Villeneuve,4355
78780,Maurecourt,4355
13630,Eyragues,4355
53950,Louverné,4355
83780,Flayosc,4354
69470,Cours,4352
30820,Caveirac,4351
69390,Millery,4350
35130,Guerche-de-Bretagne,4347
84240,Tour-dAigues,4346
83590,Gonfaron,4342
41130,Selles-sur-Cher,4342
37130,Langeais,4335
35131,Pont-Péan,4335
50170,Pontorson,4334
21120,Is-sur-Tille,4334
83560,Vinon-sur-Verdon,4333
45140,Ormes,4333
87400,Saint-Léonard-de-Noblat,4332
59114,Steenvoorde,4324
91400,Saclay,4323
15130,Ytrac,4322
38250,Villard-de-Lans,4322
17480,Château-dOléron,4319
91250,Tigery,4318
84460,Cheval-Blanc,4317
91290,Norville,4312
16440,Roullet-Saint-Estèphe,4312
35540,Miniac-Morvan,4311
35580,Goven,4309
67390,Marckolsheim,4309
29340,Riec-sur-Bélon,4307
62580,Vimy,4307
26120,Montélier,4306
77640,Jouarre,4304
91310,Leuville-sur-Orge,4304
6640,Saint-Jeannet,4303
89700,Tonnerre,4301
82290,Montbeton,4299
31120,Roquettes,4297
71410,Sanvignes-les-Mines,4295
66170,Millas,4294
19300,Égletons,4293
24130,Prigonrieux,4292
84160,Cadenet,4292
6510,Gattières,4287
27160,Breteuil,4287
78840,Freneuse,4285
54420,Saulxures-lès-Nancy,4285
14380,Noues de Sienne,4285
30870,Clarensac,4280
41220,Saint-Laurent-Nouan,4274
22120,Hillion,4274
17800,Pons,4273
69890,Tour-de-Salvagny,4272
83560,Rians,4272
86130,Saint-Georges-lès-Baillargeaux,4271
66180,Villeneuve-de-la-Raho,4270
83143,Val,4270
27110,Neubourg,4268
38300,Saint-Savin,4264
77820,Châtelet-en-Brie,4258
50180,Agneaux,4255
26260,Saint-Donat-sur-lHerbasse,4255
19270,Ussac,4253
54440,Herserange,4253
20129,Bastelicaccia,4251
59730,Solesmes,4249
69440,Chabanière,4249
20240,Ghisonaccia,4248
29120,Combrit,4247
43700,Brives-Charensac,4246
85310,Rives de lYon,4245
25120,Maîche,4244
31670,Labège,4242
50380,Saint-Pair-sur-Mer,4238
33360,Carignan-de-Bordeaux,4237
30320,Poulx,4237
13570,Barbentane,4236
67730,Châtenois,4235
31320,Auzeville-Tolosane,4234
44170,Nozay,4228
56340,Carnac,4223
22100,Lanvallay,4222
89600,Saint-Florentin,4220
27800,Brionne,4219
43240,Saint-Just-Malmont,4217
95470,Survilliers,4216
61100,Athis-Val de Rouvre,4216
69400,Arnas,4215
29700,Pluguffan,4213
62520,Touquet-Paris-Plage,4213
49280,Séguinière,4212
67520,Marlenheim,4211
76640,Terres-de-Caux,4208
45640,Sandillon,4205
33870,Vayres,4204
59215,Abscon,4203
26760,Beaumont-lès-Valence,4201
31660,Bessières,4197
82170,Grisolles,4197
67660,Betschdorf,4192
72530,Yvré-lÉvêque,4192
31850,Montrabé,4191
61500,Sées,4191
37390,Notre-Dame-dOé,4191
16590,Brie,4188
13105,Mimet,4187
29700,Plomelin,4187
68250,Rouffach,4186
60440,Nanteuil-le-Haudouin,4185
73000,Jacob-Bellecombette,4181
30129,Redessan,4181
73110,Valgelon-La Rochette,4180
56400,Plumergat,4179
57290,Serémange-Erzange,4174
47480,Pont-du-Casse,4173
69330,Pusignan,4172
77600,Chanteloup-en-Brie,4171
73250,Saint-Pierre-dAlbigny,4170
22650,Beaussais-sur-Mer,4168
34350,Valras-Plage,4167
51800,Sainte-Menehould,4166
67202,Wolfisheim,4165
34570,Montarnaud,4164
69380,Chazay-dAzergues,4164
35250,Saint-Aubin-dAubigné,4159
77400,Pomponne,4158
6650,Rouret,4157
74320,Sevrier,4156
60120,Breteuil,4156
69620,Val dOingt,4155
61700,Domfront en Poiraie,4155
1700,Saint-Maurice-de-Beynost,4155
59278,Escautpont,4152
14760,Bretteville-sur-Odon,4148
91220,Plessis-Pâté,4147
68510,Sierentz,4145
37800,Sainte-Maure-de-Touraine,4144
38700,Corenc,4139
44720,Saint-Joachim,4139
14470,Courseulles-sur-Mer,4137
34130,Saint-Aunès,4136
26140,Anneyron,4136
27340,Pont-de-lArche,4135
69700,Beauvallon,4135
54136,Bouxières-aux-Dames,4134
76770,Houlme,4133
91470,Forges-les-Bains,4132
44610,Indre,4130
59195,Hérin,4129
54120,Baccarat,4128
30390,Aramon,4127
59495,Leffrinckoucke,4124
59122,Ghyvelde,4119
35850,Romillé,4119
47190,Aiguillon,4118
59440,Avesnes-sur-Helpe,4118
17690,Angoulins,4117
63510,Aulnat,4115
22150,Plœuc-LHermitage,4112
89470,Monéteau,4111
13870,Rognonas,4111
90300,Offemont,4109
68540,Bollwiller,4109
42610,Saint-Romain-le-Puy,4108
44490,Croisic,4107
50890,Condé-sur-Vire,4106
78920,Ecquevilly,4105
35460,Val-Couesnon,4102
68870,Bartenheim,4102
80480,Salouël,4099
35140,Saint-Aubin-du-Cormier,4098
34500,Villeneuve-lès-Béziers,4098
30132,Caissargues,4097
48200,Saint-Chély-dApcher,4096
6140,Tourrettes-sur-Loup,4092
28630,Coudray,4089
97250,Saint-Pierre,4088
71570,Chapelle-de-Guinchay,4082
35580,Guignen,4081
76490,Rives-en-Seine,4078
60530,Neuilly-en-Thelle,4077
31560,Nailloux,4077
56570,Locmiquélic,4075
44116,Vieillevigne,4070
44140,Aigrefeuille-sur-Maine,4068
95560,Montsoult,4068
21140,Semur-en-Auxois,4068
1380,Bâgé-Dommartin,4065
22370,Pléneuf-Val-André,4063
12150,Sévérac dAveyron,4062
28350,Saint-Lubin-des-Joncherets,4062
11590,Cuxac-dAude,4061
68850,Staffelfelden,4061
17450,Fouras,4061
3000,Avermes,4060
85490,Benet,4059
73800,Montmélian,4058
28380,Saint-Rémy-sur-Avre,4057
59176,Masny,4056
72460,Savigné-lÉvêque,4054
34980,Montferrier-sur-Lez,4054
63120,Courpière,4053
97121,Anse-Bertrand,4052
26240,Saint-Vallier,4050
59147,Gondecourt,4050
34440,Nissan-lez-Enserune,4049
35380,Plélan-le-Grand,4048
72800,Lude,4048
45380,Chaingy,4047
56690,Landévant,4044
85530,Bruffière,4044
59131,Rousies,4043
67270,Hochfelden,4042
88250,Bresse,4041
26300,Châteauneuf-sur-Isère,4038
58600,Fourchambault,4037
44390,Saffré,4036
36400,Châtre,4034
34230,Paulhan,4031
25150,Pont-de-Roide-Vermondans,4030
59239,Thumeries,4029
82410,Saint-Étienne-de-Tulmont,4029
59122,Hondschoote,4026
27520,Grand Bourgtheroulde,4025
30510,Générac,4025
65290,Juillan,4022
76480,Duclair,4020
19240,Allassac,4019
8400,Vouziers,4016
59283,Raimbeaucourt,4015
32800,Eauze,4014
27310,Bourg-Achard,4014
39800,Poligny,4011
29750,Loctudy,4011
51430,Bezannes,4011
67340,Ingwiller,4011
74140,Veigy-Foncenex,4005
18570,Trouy,4005
44510,Pouliguen,4005
27930,Gravigny,4005
34310,Montady,4005
44750,Campbon,4005
59233,Maing,4004
54530,Pagny-sur-Moselle,4003
94440,Santeny,4003
83200,Revest-les-Eaux,4002
16110,Rochefoucauld-en-Angoumois,4002
38410,Vaulnaveys-le-Haut,4000
80110,Moreuil,4000
17640,Vaux-sur-Mer,3996
59111,Bouchain,3996
88200,Saint-Nabord,3993
60510,Bresles,3993
56200,Gacilly,3993
44850,Cellier,3992
76520,Boos,3991
74570,Groisy,3990
60660,Cires-lès-Mello,3989
44860,Saint-Aignan-Grandlieu,3986
34190,Ganges,3984
33990,Hourtin,3983
28210,Nogent-le-Roi,3982
27220,Saint-André-de-lEure,3978
78820,Juziers,3976
69640,Porte des Pierres Dorées,3975
56410,Erdeven,3974
38580,Allevard,3974
50250,Haye,3971
95590,Presles,3970
86240,Fontaine-le-Comte,3969
66660,Port-Vendres,3969
22100,Quévert,3966
56620,Pont-Scorff,3965
22170,Châtelaudren-Plouagat,3961
57050,Longeville-lès-Metz,3960
57730,Folschviller,3957
44140,Bignon,3957
33460,Arsac,3956
22490,Pleslin-Trigavou,3955
29470,Loperhet,3951
60580,Coye-la-Forêt,3950
17190,Saint-Georges-dOléron,3948
46300,Gourdon,3946
66370,Pézilla-la-Rivière,3942
29810,Plouarzel,3942
4860,Pierrevert,3941
28150,Villages Vovéens,3938
34560,Villeveyrac,3934
69420,Condrieu,3933
35330,Val dAnast,3932
29780,Plouhinec,3932
67810,Holtzheim,3931
57320,Bouzonville,3929
78440,Issou,3928
68230,Turckheim,3928
54360,Blainville-sur-lEau,3927
44521,Oudon,3925
55300,Saint-Mihiel,3924
6530,Saint-Cézaire-sur-Siagne,3924
39500,Tavaux,3923
97126,Deshaies,3922
74160,Collonges-sous-Salève,3919
17420,Saint-Palais-sur-Mer,3918
49380,Terranjou,3918
76460,Saint-Valery-en-Caux,3915
13112,Destrousse,3913
62160,Aix-Noulette,3913
59554,Neuville-Saint-Rémy,3912
59390,Toufflers,3910
22430,Erquy,3909
30131,Pujaut,3908
77173,Chevry-Cossigny,3904
38560,Jarrie,3903
56250,Saint-Nolff,3901
40510,Seignosse,3900
1750,Replonges,3899
84360,Lauris,3896
11560,Fleury,3896
29860,Plouvien,3892
69850,Saint-Martin-en-Haut,3891
22120,Quessoy,3891
51600,Suippes,3890
62126,Wimille,3888
