code_postal,ville,population
58000,Sermoise-sur-Loire,1494
36250,Niherne,1493
67260,Keskastel,1493
54940,Belleville,1493
68440,Eschentzwiller,1493
71310,Mervans,1493
24130,Fleix,1493
85700,Meilleraie-Tillay,1493
47230,Barbaste,1493
37460,Genillé,1492
59294,Haussy,1492
35133,Chapelle-Fleurigné,1492
3000,Neuvy,1492
74500,Féternes,1491
67570,Rothau,1491
61130,Belforêt-en-Perche,1491
3190,Vallon-en-Sully,1491
67150,Matzenheim,1490
60140,Mogneville,1490
57130,Ancy-Dornot,1490
49460,Soulaire-et-Bourg,1489
51530,Dizy,1489
56490,Ménéac,1489
35870,Minihic-sur-Rance,1489
74360,Abondance,1488
88400,Xonrupt-Longemer,1488
69460,Perréon,1488
33220,Saint-Avit-Saint-Nazaire,1488
76700,Saint-Laurent-de-Brèvedent,1488
44750,Quilly,1488
11110,Armissan,1488
33125,Hostens,1488
38300,Eclose-Badinières,1487
90110,Rougemont-le-Château,1486
59310,Auchy-lez-Orchies,1486
72210,Louplande,1486
74450,Saint-Jean-de-Sixt,1486
47430,Mas-dAgenais,1485
45290,Varennes-Changy,1484
28330,Authon-du-Perche,1484
25750,Arcey,1484
63290,Paslières,1483
77144,Chalifert,1482
70200,Roye,1482
28300,Gasville-Oisème,1482
74420,Habère-Poche,1481
20117,Cauro,1481
43140,Séauve-sur-Semène,1481
4200,Peipin,1480
62690,Aubigny-en-Artois,1480
11100,Montredon-des-Corbières,1480
62116,Bucquoy,1480
58390,Dornes,1480
63200,Marsat,1479
70320,Aillevillers-et-Lyaumont,1479
83310,Môle,1479
82170,Bessens,1478
21110,Aiserey,1478
33240,Gauriaguet,1478
57120,Pierrevillers,1478
88100,Taintrux,1477
17430,Saint-Hippolyte,1477
38210,Saint-Quentin-sur-Isère,1477
42380,Saint-Bonnet-le-Château,1477
68610,Lautenbach,1477
27560,Lieurey,1477
74140,Ballaison,1477
46270,Bagnac-sur-Célé,1477
52100,Villiers-en-Lieu,1476
76890,Val-de-Saâne,1476
77230,Moussy-le-Vieux,1476
57870,Walscheid,1476
38110,Faverges-de-la-Tour,1476
28630,Nogent-le-Phaye,1474
56250,Vraie-Croix,1474
42550,Usson-en-Forez,1474
89170,Saint-Fargeau,1474
56700,Brandérion,1473
42580,Tour-en-Jarez,1473
17250,Trizay,1473
59970,Vicq,1473
60140,Bailleval,1472
9330,Montgailhard,1472
29100,Poullan-sur-Mer,1472
38550,Auberives-sur-Varèze,1472
6230,Saint-Jean-Cap-Ferrat,1471
72300,Auvers-le-Hamon,1471
76570,Limésy,1471
85400,Magnils-Reigniers,1471
86190,Latillé,1471
30760,Saint-Julien-de-Peyrolas,1470
82160,Caylus,1470
11700,Capendu,1470
42630,Régny,1469
61110,Bretoncelles,1469
43000,Aiguilhe,1469
38150,Vernioz,1469
51530,Mardeuil,1469
12110,Cransac,1469
40410,Pissos,1468
26130,Saint-Restitut,1467
22810,Plounévez-Moëdec,1467
29400,Plougourvest,1467
83570,Montfort-sur-Argens,1466
21410,Fleurey-sur-Ouche,1466
10170,Méry-sur-Seine,1465
35380,Maxent,1465
16110,Taponnat-Fleurignac,1464
71640,Dracy-le-Fort,1464
80580,Pont-Remy,1464
85520,Saint-Vincent-sur-Jard,1463
22340,Maël-Carhaix,1463
40290,Habas,1463
67110,Oberbronn,1462
17570,Saint-Augustin,1462
29246,Poullaouen,1462
42610,Saint-Georges-Haute-Ville,1462
59111,Lieu-Saint-Amand,1461
39100,Champvans,1461
63610,Besse-et-Saint-Anastaise,1461
57550,Merten,1460
47170,Mézin,1460
54380,Saizerais,1460
26790,Bouchet,1459
76290,Saint-Martin-du-Manoir,1459
15700,Pleaux,1459
67210,Bernardswiller,1459
38890,Salagnon,1459
8320,Vireux-Molhain,1459
80260,Villers-Bocage,1459
68600,Dessenheim,1459
14370,Bellengreville,1458
71320,Toulon-sur-Arroux,1458
68118,Hirtzbach,1458
42190,Chandon,1458
50770,Pirou,1458
2510,Étreux,1457
56320,Meslan,1456
78550,Bazainville,1456
22300,Trédrez-Locquémeau,1456
4120,Castellane,1456
61130,Bellême,1456
22800,Saint-Donan,1456
27500,Manneville-sur-Risle,1456
71530,Fragnes-La Loyère,1456
38080,Saint-Marcel-Bel-Accueil,1455
67120,Ergersheim,1455
34820,Assas,1455
59740,Felleries,1455
80480,Dury,1455
59940,Doulieu,1454
31290,Villenouvelle,1454
59231,Gouzeaucourt,1454
62162,Vieille-Église,1453
29120,Tréméoc,1453
37140,Chapelle-sur-Loire,1453
76490,Saint-Arnoult,1453
74230,Dingy-Saint-Clair,1452
5100,Villar-Saint-Pancrace,1449
1480,Savigneux,1449
45210,Nargis,1449
55320,Dieue-sur-Meuse,1449
43600,Villettes,1449
85430,Boissière-des-Landes,1449
67280,Urmatt,1448
67350,Dauendorf,1448
54550,Bainville-sur-Madon,1448
76520,Montmain,1448
49340,Nuaillé,1448
82110,Lauzerte,1448
80430,Beaucamps-le-Vieux,1448
42670,Belmont-de-la-Loire,1448
62340,Hames-Boucres,1447
56300,Neulliac,1447
10220,Piney,1447
59296,Avesnes-le-Sec,1447
41140,Saint-Romain-sur-Cher,1447
59169,Férin,1447
72390,Luart,1447
50260,Sottevast,1447
38650,Monestier-de-Clermont,1447
49400,Villebernier,1446
25640,Marchaux-Chaudefontaine,1446
82370,Campsas,1446
73310,Chindrieux,1445
6440,Peillon,1445
65140,Rabastens-de-Bigorre,1445
7210,Alissas,1445
66820,Vernet-les-Bains,1445
17430,Cabariot,1445
24430,Annesse-et-Beaulieu,1445
57620,Goetzenbruck,1444
56350,Saint-Jean-la-Poterie,1444
59630,Brouckerque,1444
43800,Vorey,1444
3340,Neuilly-le-Réal,1444
39190,Beaufort-Orbagna,1444
29460,Irvillac,1443
60690,Marseille-en-Beauvaisis,1443
89250,Seignelay,1443
70000,Pusey,1443
35134,Coësmes,1443
38840,Saint-Lattier,1442
71430,Palinges,1442
51110,Bourgogne-Fresne,1442
14210,Esquay-Notre-Dame,1442
60700,Saint-Martin-Longueau,1442
22400,Landéhen,1442
17220,Clavette,1441
59550,Maroilles,1441
40560,Vielle-Saint-Girons,1441
59310,Mouchin,1441
74200,Armoy,1441
59111,Hordain,1440
7000,Saint-Julien-en-Saint-Alban,1440
72390,Dollon,1439
79170,Brioux-sur-Boutonne,1439
44440,Pannecé,1439
59277,Rieux-en-Cambrésis,1438
55120,Clermont-en-Argonne,1438
60170,Carlepont,1438
14190,Saint-Sylvain,1438
68970,Guémar,1438
77450,Condé-Sainte-Libiaire,1438
50860,Moyon Villages,1437
48230,Chanac,1437
23290,Fursac,1437
12500,Saint-Côme-dOlt,1437
77880,Grez-sur-Loing,1436
72110,Torcé-en-Vallée,1436
37600,Perrusson,1436
83119,Brue-Auriac,1436
50400,Saint-Planchers,1435
26240,Beausemblant,1435
45270,Bellegarde,1435
43300,Mazeyrat-dAllier,1434
54170,Colombey-les-Belles,1434
41600,Vouzon,1434
2720,Homblières,1433
23150,Ahun,1433
45130,Épieds-en-Beauce,1432
78770,Thoiry,1432
42110,Civens,1432
2860,Bruyères-et-Montbérault,1432
69610,Haute-Rivoire,1431
50300,Saint-Senier-sous-Avranches,1431
45570,Dampierre-en-Burly,1431
57130,Jouy-aux-Arches,1431
62580,Bailleul-Sir-Berthoult,1430
1480,Chaleins,1430
28500,Tréon,1430
18350,Nérondes,1430
24230,Montcaret,1429
59281,Rumilly-en-Cambrésis,1429
20145,Sari-Solenzara,1429
83670,Tavernes,1428
74500,Bernex,1428
74800,Cornier,1428
9190,Lorp-Sentaraille,1427
61270,Rai,1427
25260,Montenois,1427
90100,Joncherey,1427
49220,Grez-Neuville,1427
49190,Denée,1427
56460,Saint-Guyomard,1426
39130,Clairvaux-les-Lacs,1426
26400,Eurre,1426
7430,Saint-Cyr,1426
50250,Montsenelle,1426
47300,Lédat,1425
38150,Bougé-Chambalud,1425
82290,Meauzac,1424
63410,Loubeyrat,1424
37130,Mazières-de-Touraine,1424
29260,Kernilis,1423
61100,Selle-la-Forge,1423
12220,Montbazens,1423
59470,Bollezeele,1423
56350,Béganne,1423
76190,Valliquerville,1423
25630,Sainte-Suzanne,1422
6510,Broc,1422
84390,Saint-Christol,1422
42810,Rozier-en-Donzy,1422
32160,Plaisance,1421
56310,Quistinic,1421
21340,Nolay,1421
86490,Colombiers,1421
59216,Sars-Poteries,1420
33710,Prignac-et-Marcamps,1420
77720,Chapelle-Gauthier,1420
57410,Petit-Réderching,1420
58160,Sauvigny-les-Bois,1420
70110,Villersexel,1419
29300,Arzano,1419
38710,Mens,1419
35160,Verger,1419
62840,Neuve-Chapelle,1419
84120,Mirabeau,1419
30570,Val-dAigoual,1418
57620,Lemberg,1418
37360,Sonzay,1418
17220,Bourgneuf,1418
57560,Abreschviller,1418
81270,Labastide-Rouairoux,1417
68440,Dietwiller,1417
67320,Drulingen,1417
91640,Vaugrigneuse,1417
59238,Maretz,1417
35120,Epiniac,1417
77163,Mortcerf,1416
63320,Champeix,1416
91590,Baulne,1416
79700,Saint-Amand-sur-Sèvre,1415
85440,Avrillé,1415
25300,Fourgs,1414
67120,Altorf,1414
24410,Saint Aulaye-Puymangou,1414
4510,Aiglun,1413
78610,Saint-Léger-en-Yvelines,1412
63940,Marsac-en-Livradois,1412
53500,Saint-Denis-de-Gastines,1412
79700,Saint-Pierre-des-Échaubrognes,1412
14240,Cahagnes,1412
59272,Don,1412
22290,Pléguien,1412
42640,Saint-Romain-la-Motte,1411
34290,Lieuran-lès-Béziers,1411
45370,Dry,1411
19370,Chamberet,1410
24230,Lamothe-Montravel,1410
58450,Neuvy-sur-Loire,1410
60150,Villers-sur-Coudun,1409
51220,Loivre,1409
54770,Bouxières-aux-Chênes,1409
40300,Labatut,1409
7790,Saint-Alban-dAy,1408
63410,Manzat,1408
67230,Sand,1408
1240,Lent,1408
68580,Seppois-le-Bas,1408
38140,Charnècles,1406
38370,Saint-Prim,1406
38800,Champagnier,1406
90400,Meroux-Moval,1405
25420,Courcelles-lès-Montbéliard,1405
49170,Saint-Germain-des-Prés,1405
50590,Montmartin-sur-Mer,1405
26340,Saillans,1405
72300,Vion,1405
79390,Thénezay,1404
17600,Sablonceaux,1404
38490,Chimilin,1403
67550,Eckwersheim,1403
37190,Saché,1403
69250,Poleymieux-au-Mont-dOr,1403
60310,Lassigny,1403
18300,Saint-Satur,1403
37420,Huismes,1403
59940,Neuf-Berquin,1403
35390,Dominelais,1403
55200,Lérouville,1403
87310,Saint-Laurent-sur-Gorre,1402
83830,Bargemon,1401
59660,Haverskerque,1401
41400,Faverolles-sur-Cher,1401
37340,Cléré-les-Pins,1401
38113,Veurey-Voroize,1401
58470,Magny-Cours,1401
27220,Grossœuvre,1399
84240,Motte-dAigues,1399
16100,Boutiers-Saint-Trojan,1399
44170,Jans,1399
29690,Huelgoat,1398
77174,Villeneuve-Saint-Denis,1398
51220,Hermonville,1398
40200,Sainte-Eulalie-en-Born,1398
7110,Vinezac,1397
71420,Génelard,1397
51260,Saint-Just-Sauvage,1396
17770,Écoyeux,1396
26190,Saint-Laurent-en-Royans,1396
62112,Gouy-sous-Bellonne,1396
25220,Novillars,1396
57970,Stuckange,1396
62185,Fréthun,1395
25370,Métabief,1395
59152,Tressin,1395
89260,Thorigny-sur-Oreuse,1395
18190,Châteauneuf-sur-Cher,1394
67280,Niederhaslach,1394
7400,Meysse,1394
90170,Étueffont,1394
30730,Montpezat,1394
33640,Ayguemorte-les-Graves,1394
78111,Dammartin-en-Serve,1394
22800,Fœil,1394
79100,Sainte-Verge,1394
76280,Angerville-lOrcher,1394
17220,Saint-Vivien,1393
67160,Schleithal,1393
6530,Cabris,1393
80200,Doingt,1393
59320,Radinghem-en-Weppes,1393
68720,Spechbach,1392
1150,Leyment,1392
11400,Villeneuve-la-Comptal,1391
68720,Flaxlanden,1391
77470,Fublaines,1391
97127,Désirade,1391
84110,Sablet,1391
71118,Saint-Martin-Belle-Roche,1390
74210,Val de Chaise,1390
21190,Meursault,1390
14220,Cesny-les-Sources,1390
62118,Rœux,1390
42130,Marcilly-le-Châtel,1390
17220,Saint-Christophe,1389
46130,Bretenoux,1389
30700,Montaren-et-Saint-Médiers,1388
45240,Ménestreau-en-Villette,1388
31340,Vacquiers,1387
33720,Illats,1387
52320,Froncles,1387
3250,Mayet-de-Montagne,1387
5110,Saulce,1387
69770,Montrottier,1386
37150,Francueil,1386
77660,Changis-sur-Marne,1386
34150,Montpeyroux,1386
35120,Hirel,1386
80680,Saint-Fuscien,1386
33240,Lugon-et-lÎle-du-Carnay,1386
53260,Parné-sur-Roc,1385
6450,Saint-Martin-Vésubie,1385
45270,Ladon,1385
11200,Saint-André-de-Roquelongue,1385
77540,Courpalay,1385
82370,Nohic,1385
67860,Boofzheim,1384
58290,Moulins-Engilbert,1384
22110,Glomel,1384
72500,Vaas,1384
77520,Montigny-Lencoup,1384
10600,Payns,1384
60500,Vineuil-Saint-Firmin,1383
62161,Duisans,1383
24700,Pizou,1383
51150,Tours-sur-Marne,1383
1370,Meillonnas,1383
56800,Guillac,1383
14860,Amfreville,1383
56390,Brandivy,1382
22350,Plumaudan,1382
43370,Bains,1382
61600,Magny-le-Désert,1382
2550,Origny-en-Thiérache,1382
34800,Ceyras,1382
7100,Saint-Marcel-lès-Annonay,1381
53100,Saint-Georges-Buttavent,1381
76690,Clères,1380
27400,Haye-Malherbe,1380
53200,Prée-dAnjou,1380
71530,Virey-le-Grand,1380
52260,Rolampont,1380
25720,Beure,1380
70000,Quincey,1380
25230,Dasle,1379
62575,Heuringhem,1379
59230,Nivelle,1379
76840,Hénouville,1379
59271,Viesly,1379
60650,Ons-en-Bray,1378
81570,Vielmur-sur-Agout,1378
16430,Balzac,1378
38320,Herbeys,1378
27530,Croth,1378
22550,Hénanbihen,1378
77260,Chamigny,1378
9190,Saint-Lizier,1377
70400,Frahier-et-Chatebier,1377
18240,Boulleret,1377
4160,Escale,1377
97250,Prêcheur,1377
48120,Saint-Alban-sur-Limagnole,1377
53380,Juvigné,1376
30300,Vallabrègues,1376
34700,Bosc,1376
69690,Brussieu,1376
81640,Monestiés,1376
27930,Angerville-la-Campagne,1376
53200,Chemazé,1375
35370,Pertre,1375
22170,Lanrodec,1375
27400,Incarville,1375
40180,Heugas,1375
57600,Folkling,1374
35120,Roz-Landrieux,1374
51530,Saint-Martin-dAblois,1374
54760,Faulx,1374
40180,Rivière-Saas-et-Gourby,1374
27500,Corneville-sur-Risle,1374
76110,Bretteville-du-Grand-Caux,1374
27240,Chambois,1373
85770,Velluire-sur-Vendée,1372
66340,Osséja,1372
25510,Pierrefontaine-les-Varans,1371
85130,Saint-Aubin-des-Ormeaux,1371
18340,Levet,1371
50220,Saint-Quentin-sur-le-Homme,1371
49610,Soulaines-sur-Aubance,1371
34370,Creissan,1371
53250,Javron-les-Chapelles,1371
62890,Tournehem-sur-la-Hem,1371
77950,Moisenay,1371
16700,Nanteuil-en-Vallée,1371
72340,Chartre-sur-le-Loir,1370
89500,Égriselles-le-Bocage,1370
15130,Sansac-de-Marmiesse,1370
35220,Saint-Jean-sur-Vilaine,1370
2670,Folembray,1370
21230,Arnay-le-Duc,1370
88390,Darnieulles,1370
80460,Ault,1370
56140,Ruffiac,1370
26130,Montségur-sur-Lauzon,1369
2000,Aulnois-sous-Laon,1369
67210,Valff,1369
62330,Guarbecque,1369
4300,Mane,1369
88560,Saint-Maurice-sur-Moselle,1369
88650,Saint-Léonard,1369
38680,Saint-Just-de-Claix,1369
33123,Verdon-sur-Mer,1369
2110,Beaurevoir,1368
15270,Lanobre,1368
70200,Magny-Vernois,1368
88150,Chavelot,1368
42590,Neulise,1367
37240,Manthelan,1367
21760,Lamarche-sur-Saône,1367
6670,Saint-Blaise,1367
66610,Villeneuve-la-Rivière,1366
4140,Seyne,1366
45510,Neuvy-en-Sullias,1366
40090,Saint-Martin-dOney,1366
16250,Val des Vignes,1365
3340,Bessay-sur-Allier,1365
7200,Labégude,1365
60420,Tricot,1365
59380,Steene,1365
64390,Sauveterre-de-Béarn,1365
76110,Bréauté,1365
76210,Nointot,1364
47330,Castillonnès,1364
70200,Saint-Germain,1364
11290,Alairac,1364
54330,Vézelise,1364
28130,Villiers-le-Morhier,1363
58800,Corbigny,1363
86600,Celle-Lévescault,1363
16410,Dignac,1363
76280,Gonneville-la-Mallet,1363
19700,Saint-Clément,1363
74250,Peillonnex,1363
82700,Saint-Porquier,1362
62120,Norrent-Fontes,1362
6590,Théoule-sur-Mer,1362
57970,Kuntzig,1362
82300,Monteils,1361
35660,Langon,1361
59259,Lécluse,1361
27270,Treis-Sants-en-Ouche,1360
42320,Farnay,1360
38410,Vaulnaveys-le-Bas,1360
65390,Andrest,1360
3290,Diou,1359
80150,Crécy-en-Ponthieu,1359
26200,Ancône,1359
54780,Giraumont,1359
17430,Muron,1359
72210,Voivres-lès-le-Mans,1359
35500,Saint-MHervé,1359
36140,Aigurande,1359
26600,Beaumont-Monteux,1358
32720,Barcelonne-du-Gers,1358
59310,Aix-en-Pévèle,1358
61790,Saint-Pierre-du-Regard,1358
67230,Obenheim,1358
20117,Eccica-Suarella,1357
2760,Holnon,1356
31450,Deyme,1356
17250,Sainte-Gemme,1356
82370,Villebrumier,1356
25440,Quingey,1356
67113,Blaesheim,1356
14590,Moyaux,1356
69430,Quincié-en-Beaujolais,1355
60112,Troissereux,1355
45220,Douchy-Montcorbon,1355
91590,Boissy-le-Cutté,1355
60960,Feuquières,1355
70000,Frotey-lès-Vesoul,1355
84390,Sault,1354
68630,Bennwihr,1354
77124,Penchard,1354
47290,Cancon,1354
89240,Lindry,1354
60940,Angicourt,1354
49750,Beaulieu-sur-Layon,1353
1250,Villereversure,1353
33640,Arbanats,1353
88000,Deyvillers,1353
1250,Tossiat,1352
23220,Bonnat,1352
45470,Rebréchien,1351
2310,Montreuil-aux-Lions,1351
8000,Prix-lès-Mézières,1351
14850,Hérouvillette,1351
6500,Sainte-Agnès,1351
68490,Hombourg,1351
34480,Puissalicon,1350
59490,Bruille-lez-Marchiennes,1350
85200,Longèves,1350
49170,Savennières,1349
8460,Signy-lAbbaye,1349
57990,Hundling,1349
47160,Damazan,1349
42210,Craintilleux,1349
56250,Trédion,1349
68250,Pfaffenheim,1348
18120,Massay,1348
1310,Confrançon,1348
67500,Niederschaeffolsheim,1348
2200,Venizel,1348
85500,Saint-Paul-en-Pareds,1348
37360,Rouziers-de-Touraine,1348
68320,Jebsheim,1348
21490,Ruffey-lès-Echirey,1348
59990,Curgies,1347
56310,Guern,1347
87140,Saint-Pardoux-le-Lac,1347
27340,Damps,1347
64520,Bidache,1347
9000,Saint-Paul-de-Jarrat,1346
38190,Champ-près-Froges,1346
1800,Pérouges,1346
33340,Queyrac,1346
62120,Wardrecques,1346
42240,Saint-Paul-en-Cornillon,1345
17170,Ferrières,1345
33240,Cadillac-en-Fronsadais,1345
77910,Germigny-lÉvêque,1345
25430,Sancey,1345
78130,Chapet,1344
45190,Tavers,1344
40110,Ygos-Saint-Saturnin,1344
28320,Bailleau-Armenonville,1344
53200,Gennes-Longuefuye,1344
76190,Hauts-de-Caux,1344
47180,Meilhan-sur-Garonne,1344
27500,Bourneville-Sainte-Croix,1343
66170,Néfiach,1343
79400,Saivres,1343
68700,Steinbach,1343
1190,Saint-Bénigne,1343
67590,Ohlungen,1343
1260,Valromey-sur-Séran,1342
11420,Belpech,1342
37290,Yzeures-sur-Creuse,1342
34570,Saint-Paul-et-Valmalle,1342
30600,Vestric-et-Candiac,1342
64330,Garlin,1341
41300,Selles-Saint-Denis,1341
18160,Lignières,1341
63300,Escoutoux,1341
6660,Saint-Étienne-de-Tinée,1341
76150,Saint-Jean-du-Cardonnay,1340
73400,Marthod,1339
76460,Néville,1339
79100,Saint-Jean-de-Thouars,1339
17770,Saint-Hilaire-de-Villefranche,1339
35160,Monterfil,1338
57245,Jury,1338
95450,Us,1338
57645,Retonfey,1338
57200,Rémelfing,1338
42660,Marlhes,1338
72700,Pruillé-le-Chétif,1338
56490,Guilliers,1337
67710,Wangenbourg-Engenthal,1337
17220,Croix-Chapeau,1337
17770,Burie,1337
67112,Breuschwickersheim,1337
47310,Laplume,1337
33460,Lamarque,1337
37530,Chargé,1336
37390,Charentilly,1336
64510,Boeil-Bezing,1336
68990,Heimsbrunn,1336
31290,Gardouch,1336
33840,Captieux,1336
2400,Étampes-sur-Marne,1335
31410,Mauzac,1335
60570,Laboissière-en-Thelle,1335
51480,Damery,1335
77114,Gouaix,1335
57910,Neufgrange,1335
79260,Sainte-Néomaye,1334
74470,Bellevaux,1334
68140,Stosswihr,1333
46190,Sousceyrac-en-Quercy,1333
80600,Beauquesne,1333
14210,Sainte-Honorine-du-Fay,1332
45480,Outarville,1332
14130,Saint-Gatien-des-Bois,1332
57450,Farschviller,1332
22440,Méaugon,1332
68116,Guewenheim,1332
59830,Wannehain,1331
3310,Villebret,1331
28210,Coulombs,1331
87510,Peyrilhac,1331
86330,Saint-Jean-de-Sauves,1331
41250,Bracieux,1331
55310,Tronville-en-Barrois,1331
85680,Guérinière,1331
49160,Saint-Philbert-du-Peuple,1331
50690,Martinvast,1331
14490,Balleroy-sur-Drôme,1331
60130,Wavignies,1330
81990,Fréjairolles,1330
8150,Rimogne,1330
72330,Oizé,1330
57640,Argancy,1330
53970,Montigné-le-Brillant,1330
62350,Robecq,1329
57630,Vic-sur-Seille,1329
80470,Saint-Sauveur,1329
18300,Sancerre,1329
7000,Saint-Priest,1329
25220,Chalezeule,1329
59135,Bellaing,1329
16230,Val-de-Bonnieure,1329
25870,Devecey,1329
51510,Compertrix,1329
70800,Fontaine-lès-Luxeuil,1328
88220,Uriménil,1328
60240,Montchevreuil,1328
17290,Forges,1328
22290,Pléhédel,1327
53500,Montenay,1327
87260,Vicq-sur-Breuilh,1327
69550,Cublize,1327
85120,Saint-Pierre-du-Chemin,1327
57160,Rozérieulles,1326
26600,Chantemerle-les-Blés,1325
89100,Nailly,1325
52340,Biesles,1325
28200,Villemaury,1325
29300,Baye,1325
68220,Hagenthal-le-Bas,1325
66500,Ria-Sirach,1324
2450,Boué,1324
25300,Granges-Narboz,1324
37190,Vallères,1324
34260,Tour-sur-Orb,1324
86230,Saint-Gervais-les-Trois-Clochers,1324
34230,Adissan,1324
82600,Mas-Grenier,1324
35250,Saint-Médard-sur-Ille,1324
72220,Saint-Ouen-en-Belin,1324
27830,Neaufles-Saint-Martin,1324
66300,Villemolaque,1323
21170,Saint-Usage,1323
62187,Dannes,1323
64210,Guéthary,1323
72610,Champfleur,1323
25300,Cluse-et-Mijoux,1323
45300,Boynes,1323
35500,Pocé-les-Bois,1322
35133,Beaucé,1322
42130,Montverdun,1322
24170,Pays de Belvès,1322
47200,Fourques-sur-Garonne,1322
31550,Gaillac-Toulza,1322
78670,Médan,1322
2570,Chézy-sur-Marne,1322
35380,Treffendel,1321
25660,Morre,1321
54830,Gerbéviller,1321
37340,Savigné-sur-Lathan,1321
69820,Fleurie,1320
35140,Saint-Ouen-des-Alleux,1320
49360,Toutlemonde,1320
74250,Tour,1320
89240,Pourrain,1320
3310,Durdat-Larequille,1320
88540,Bussang,1320
5300,Val Buëch-Méouge,1319
14100,Beuvillers,1319
1600,Parcieux,1319
87220,Eyjeaux,1319
17430,Bords,1319
19330,Saint-Mexant,1319
39700,Dampierre,1319
33330,Saint-Sulpice-de-Faleyrens,1319
59870,Wandignies-Hamage,1318
33710,Tauriac,1318
40250,Mugron,1318
8800,Hautes-Rivières,1318
36270,Éguzon-Chantôme,1317
68740,Hirtzfelden,1317
60110,Lormaison,1317
21380,Asnières-lès-Dijon,1317
53350,Ballots,1317
66300,Fourques,1316
14570,Clécy,1316
62350,Mont-Bernanchon,1316
88490,Provenchères-et-Colroy,1316
60150,Plessis-Brion,1316
17650,Saint-Denis-dOléron,1315
63490,Sauxillanges,1315
63160,Saint-Julien-de-Coppel,1315
30110,Branoux-les-Taillades,1315
33340,Saint-Germain-dEsteuil,1315
35133,Parigné,1315
79410,Saint-Maxire,1314
52220,Rives Dervoises,1314
62360,Baincthun,1314
62890,Nordausques,1314
31330,Launac,1314
91410,Roinville,1314
16330,Saint-Amant-de-Boixe,1314
36360,Luçay-le-Mâle,1313
37310,Reignac-sur-Indre,1313
71640,Mellecey,1312
52170,Chevillon,1312
56920,Saint-Gérand-Croixanvec,1312
1470,Serrières-de-Briord,1312
57440,Angevillers,1311
78610,Bréviaires,1311
59870,Vred,1311
49430,Huillé-Lézigné,1311
33190,Gironde-sur-Dropt,1311
27430,Andé,1310
37110,Villedômer,1310
66300,Banyuls-dels-Aspres,1310
14340,Cambremer,1310
33910,Sablons,1310
69620,Theizé,1309
26140,Andancette,1309
63800,Saint-Georges-sur-Allier,1309
28410,Goussainville,1309
33490,Saint-Pierre-dAurillac,1309
27370,Bosc du Theil,1309
17470,Aulnay,1309
33420,Branne,1309
3350,Cérilly,1309
18320,Jouet-sur-lAubois,1308
8360,Château-Porcien,1308
41170,Mondoubleau,1308
27240,Marbois,1308
81110,Dourgne,1308
77320,Choisy-en-Brie,1308
37390,Saint-Roch,1308
38420,Revel,1308
40180,Tercis-les-Bains,1307
18310,Graçay,1307
63590,Cunlhat,1307
37130,Lignières-de-Touraine,1307
43410,Lempdes-sur-Allagnon,1307
56220,Limerzel,1307
33180,Vertheuil,1306
77220,Liverdy-en-Brie,1306
14610,Colomby-Anguerny,1306
76480,Saint-Paër,1306
4230,Saint-Étienne-les-Orgues,1305
59330,Neuf-Mesnil,1305
95450,Seraincourt,1305
33240,Virsac,1305
11490,Portel-des-Corbières,1305
29430,Lanhouarneau,1305
68240,Fréland,1305
50500,Terre-et-Marais,1304
19150,Cornil,1304
74540,Viuz-la-Chiésaz,1304
31560,Saint-Léon,1304
14260,Seulline,1304
11120,Marcorignan,1303
67700,Otterswiller,1303
86160,Saint-Maurice-la-Clouère,1302
84220,Roussillon,1302
49320,Blaison-Saint-Sulpice,1302
54980,Batilly,1300
35630,Chapelle-Chaussée,1300
19120,Beaulieu-sur-Dordogne,1300
59670,Winnezeele,1300
38510,Courtenay,1300
17500,Saint-Germain-de-Lusignan,1299
57410,Gros-Réderching,1299
1290,Laiz,1299
56200,Saint-Martin-sur-Oust,1298
80260,Poulainville,1298
38470,Albenc,1298
63460,Beauregard-Vendon,1298
17590,Ars-en-Ré,1297
76430,Cerlangue,1297
5700,Serres,1297
15130,Vézac,1297
67370,Pfulgriesheim,1297
90160,Bessoncourt,1297
62610,Brêmes,1297
50300,Marcey-les-Grèves,1297
82150,Montaigu-de-Quercy,1296
1420,Corbonod,1296
7260,Rosières,1296
68127,Oberhergheim,1296
31800,Labarthe-Rivière,1295
27460,Manoir,1295
29410,Plounéour-Ménez,1295
39380,Mont-sous-Vaudrey,1295
81260,Brassac,1294
62120,Campagne-lès-Wardrecques,1294
27350,Hauville,1294
79100,Louzy,1294
41350,Montlivault,1294
73800,Coise-Saint-Jean-Pied-Gauthier,1294
56700,Sainte-Hélène,1294
80120,Fort-Mahon-Plage,1294
28260,Chaussée-dIvry,1294
59320,Ennetières-en-Weppes,1293
85560,Bernard,1293
39190,Cousance,1293
27240,Sylvains-Lès-Moulins,1293
1150,Blyes,1292
17300,Vergeroux,1292
30440,Sumène,1291
9000,Saint-Jean-de-Verges,1291
69610,Sainte-Foy-lArgentière,1291
21270,Pontailler-sur-Saône,1291
23110,Évaux-les-Bains,1291
46110,Vayrac,1291
46090,Labastide-Marnhac,1291
73800,Myans,1290
63450,Crest,1290
27500,Toutainville,1290
26750,Châtillon-Saint-Jean,1289
80310,Picquigny,1289
64230,Uzein,1289
19410,Vigeois,1288
1480,Messimy-sur-Saône,1288
68700,Aspach-le-Bas,1288
55200,Vignot,1288
65710,Campan,1288
